Year,Format,Country,Place,Nr_Winners,Order,Participant,Song,Points,Rank,Win,Qualified
1974,Final,Portugal,Brighton,1,16,Paulo de Carvalho,E Depois Do Adeus,3,14,0,0
1974,Final,Italy,Brighton,1,17,Gigliola Cinquetti,Si,18,2,0,0
1975,Final,Netherlands,Stockholm,1,1,Teach-In,Ding-A-Dong,152,1,1,0
1975,Final,Ireland,Stockholm,1,2,The Swarbriggs,That's What Friends Are For,68,9,0,0
1975,Final,France,Stockholm,1,3,Nicole Rieu,Et Bonjour à Toi L'artiste,91,4,0,0
1975,Final,Germany,Stockholm,1,4,Joy Fleming,Ein Lied Kann Eine Brücke Sein,15,17,0,0
1975,Final,Luxembourg,Stockholm,1,5,Géraldine,Toi,84,5,0,0
1975,Final,Norway,Stockholm,1,6,Ellen Nikolaysen,You Touched My Life With Summer,11,18,0,0
1975,Final,Switzerland,Stockholm,1,7,Simone Drexel,Mikado,77,6,0,0
1975,Final,Yugoslavia,Stockholm,1,8,Pepel In Kri,Dan Ljubezni,22,13,0,0
1975,Final,United Kingdom,Stockholm,1,9,The Shadows,Let Me Be The One,138,2,0,0
1975,Final,Malta,Stockholm,1,10,Renato,Singing This Song,32,12,0,0
1975,Final,Belgium,Stockholm,1,11,Ann Christy,Gelukkig Zijn,17,15,0,0
1975,Final,Israel,Stockholm,1,12,Shlomo Artzi,At Ve'ani,40,11,0,0
1975,Final,Türkiye,Stockholm,1,13,Semiha Yanki,Seninle Bir Dakika,3,19,0,0
1975,Final,Monaco,Stockholm,1,14,Sophie,Une Chanson C'est Une Lettre,22,13,0,0
1975,Final,Finland,Stockholm,1,15,Pihasoittajat,Old Man Fiddle,74,7,0,0
1975,Final,Portugal,Stockholm,1,16,Duarte Mendes,Madrugada,16,16,0,0
1975,Final,Spain,Stockholm,1,17,Sergio y Estíbaliz,Tú Volverás,53,10,0,0
1975,Final,Sweden,Stockholm,1,18,Lars Berghagen and the Dolls,"Jennie, Jennie",72,8,0,0
1975,Final,Italy,Stockholm,1,19,Wess and Dori Ghezzi,Era,115,3,0,0
1976,Final,United Kingdom,The Hague,1,1,Brotherhood of Man,Save Your Kisses For Me,164,1,1,0
1976,Final,Switzerland,The Hague,1,2,"Peter, Sue and Marc","Djambo, Djambo",91,4,0,0
1976,Final,Germany,The Hague,1,3,Les Humphries Singers,"Sing, Sang, Song",12,15,0,0
1976,Final,Israel,The Hague,1,4,"Chocolate, Menta, Mastik",Emor Shalom,77,6,0,0
1976,Final,Luxembourg,The Hague,1,5,Jürgen Marcus,Chansons Pour Ceux Qui S'aiment,17,14,0,0
1976,Final,Belgium,The Hague,1,6,Pierre Rapsat,Judy Et Cie.,68,8,0,0
1976,Final,Ireland,The Hague,1,7,Red Hurley,When,54,10,0,0
1976,Final,Netherlands,The Hague,1,8,Sandra Reemer,The Party's Over Now,56,9,0,0
1976,Final,Norway,The Hague,1,9,Anne-Karine Ström,Mata Hari,7,18,0,0
1976,Final,Greece,The Hague,1,10,Mariza Koch,"Panaghia Mou, Panaghia Mou",20,13,0,0
1976,Final,Finland,The Hague,1,11,Fredi and The Friends,Pump-pump,44,11,0,0
1976,Final,Spain,The Hague,1,12,Braulio,Sobran Las Palabras,11,16,0,0
1976,Final,Italy,The Hague,1,13,Romina and Al Bano,We'll Live It All Again,69,7,0,0
1976,Final,Austria,The Hague,1,14,Waterloo and Robinson,My Little World,80,5,0,0
1976,Final,Portugal,The Hague,1,15,Carlos do Carmo,Uma Flor De Verde Pinho,24,12,0,0
1976,Final,Monaco,The Hague,1,16,Mary Christy,"Toi, La Musique Et Moi",93,3,0,0
1976,Final,France,The Hague,1,17,Catherine Ferry,"Un, Deux, Trois",147,2,0,0
1976,Final,Yugoslavia,The Hague,1,18,Ambasadori,Ne Mogu Skriti Svoju Bol,10,17,0,0
1977,Final,Ireland,London,1,1,The Swarbriggs Plus Two,It's Nice To Be In Love Again,119,3,0,0
1977,Final,Monaco,London,1,2,Michèle Torr,Une Petite Française,96,4,0,0
1977,Final,Netherlands,London,1,3,Heddy Lester,De Mallemolen,35,12,0,0
1977,Final,Austria,London,1,4,Schmetterlinge,Boom Boom Boomerang,11,17,0,0
1977,Final,Norway,London,1,5,Anita Skorgan,Casanova,18,14,0,0
1977,Final,Germany,London,1,6,Silver Convention,Telegram,55,8,0,0
1977,Final,Luxembourg,London,1,7,Anne Marie B.,Frère Jacques,17,16,0,0
1977,Final,Portugal,London,1,8,Os Amigos,Portugal No Coração,18,14,0,0
1977,Final,United Kingdom,London,1,9,Lynsey de Paul and Mike Moran,Rock Bottom,121,2,0,0
1977,Final,Greece,London,1,10,"Pascalis, Marianna, Robert and Bessy",Mathema Solfege,92,5,0,0
1977,Final,Israel,London,1,11,Ilanit,Ah-haa-vah Hee Shir Lish-naa-yim,49,11,0,0
1977,Final,Switzerland,London,1,12,Pepe Lienhard Band,Swiss Lady,71,6,0,0
1977,Final,Sweden,London,1,13,Forbes,Beatles,2,18,0,0
1977,Final,Spain,London,1,14,Micky,Enseñame A Cantar,52,9,0,0
1977,Final,Italy,London,1,15,Mia Martini,Liberà,33,13,0,0
1977,Final,Finland,London,1,16,Monica Aspelund,Lapponia,50,10,0,0
1977,Final,Belgium,London,1,17,Dream Express,"A Million In One, Two, Three",69,7,0,0
1977,Final,France,London,1,18,Marie Myriam,L'oiseau Et L'enfant,136,1,1,0
1978,Final,Ireland,Paris,1,1,Colm T. Wilkinson,Born To Sing,86,5,0,0
1978,Final,Norway,Paris,1,2,Jahn Teigen,Mil Etter Mil,0,20,0,0
1978,Final,Italy,Paris,1,3,Ricchi e Poveri,Questo Amore,53,12,0,0
1978,Final,Finland,Paris,1,4,Seija Simola,Anna Rakkaudelle Tilaisuus,2,18,0,0
1978,Final,Portugal,Paris,1,5,Gemini,Dai-li-dou,5,17,0,0
1978,Final,France,Paris,1,6,Joël Prévost,Il Y Aura Toujours Des Violons,119,3,0,0
1978,Final,Spain,Paris,1,7,José Vélez,Bailemos Un Vals,65,9,0,0
1978,Final,United Kingdom,Paris,1,8,Co-Co,The Bad Old Days,61,11,0,0
1978,Final,Switzerland,Paris,1,9,Carole Vinci,Vivre,65,9,0,0
1978,Final,Belgium,Paris,1,10,Jean Vallée,L'amour ça Fait Chanter La Vie,125,2,0,0
1978,Final,Netherlands,Paris,1,11,Harmony,'t Is Ok,37,13,0,0
1978,Final,Türkiye,Paris,1,12,Nazar,Sevinçe,2,18,0,0
1978,Final,Germany,Paris,1,13,Ireen Sheer,Feuer,84,6,0,0
1978,Final,Monaco,Paris,1,14,Caline and Olivier Toussaint,Les Jardins De Monaco,107,4,0,0
1978,Final,Greece,Paris,1,15,Tania Tsanaklidou,Charlie Chaplin,66,8,0,0
1978,Final,Denmark,Paris,1,16,Mabel,Boom Boom,13,16,0,0
1978,Final,Luxembourg,Paris,1,17,Baccara,Parlez-vous Français?,73,7,0,0
1978,Final,Israel,Paris,1,18,Izhar Cohen and the Alphabeta,Abanibi,157,1,1,0
1978,Final,Austria,Paris,1,19,Springtime,Mrs. Caroline Robinson,14,15,0,0
1978,Final,Sweden,Paris,1,20,Björn Skifs,Det Blir Alltid Värre Framåt Natten,26,14,0,0
1979,Final,Portugal,Jerusalem,1,1,Manuela Bravo,"Sobe, Sobe, Balão Sobe",64,9,0,0
1979,Final,Italy,Jerusalem,1,2,Matia Bazar,Raggio Di Luna,27,15,0,0
1979,Final,Denmark,Jerusalem,1,3,Tommy Seebach,Disco Tango,76,6,0,0
1979,Final,Ireland,Jerusalem,1,4,Cathal Dunne,Happy Man,80,5,0,0
1979,Final,Finland,Jerusalem,1,5,Katri-Helena,Katso Sineen Taivaan,38,14,0,0
1979,Final,Monaco,Jerusalem,1,6,Laurent Vaguener,"Notre Vie, C'est La Musique",12,16,0,0
1979,Final,Greece,Jerusalem,1,7,Elpida,Socrates,69,8,0,0
1979,Final,Switzerland,Jerusalem,1,8,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Trödler Und Co.,60,10,0,0
1979,Final,Germany,Jerusalem,1,9,Dschinghis Khan,Dschinghis Khan,86,4,0,0
1979,Final,Israel,Jerusalem,1,10,Milk and Honey,Hallelujah,125,1,1,0
1979,Final,France,Jerusalem,1,11,Anne-Marie David,Je Suis L'enfant-soleil,106,3,0,0
1979,Final,Belgium,Jerusalem,1,12,Micha Marah,Hey Nana,5,18,0,0
1979,Final,Luxembourg,Jerusalem,1,13,Jeane Manson,J'ai Déjà Vu ça Dans Tes Yeux,44,13,0,0
1979,Final,Netherlands,Jerusalem,1,14,Xandra,Colorado,51,12,0,0
1979,Final,Sweden,Jerusalem,1,15,Ted Gärdestad,Satellit,8,17,0,0
1979,Final,Norway,Jerusalem,1,16,Anita Skorgan,Oliver,57,11,0,0
1979,Final,United Kingdom,Jerusalem,1,17,Black Lace,Mary Ann,73,7,0,0
1979,Final,Austria,Jerusalem,1,18,Christina Simon,Heute In Jerusalem,5,18,0,0
1979,Final,Spain,Jerusalem,1,19,Betty Missiego,Su Canción,116,2,0,0
1980,Final,Austria,The Hague,1,1,Blue Danube,Du Bist Musik,64,8,0,0
1980,Final,Türkiye,The Hague,1,2,Ajda Pekkan,Petr'oil,23,15,0,0
1980,Final,Greece,The Hague,1,3,Anna Vishy and the Epikouri,Autostop,30,13,0,0
1980,Final,Luxembourg,The Hague,1,4,Sophie and Magaly,Papa Pingouin,56,9,0,0
1980,Final,Morocco,The Hague,1,5,Samira Bensaïd,Bitakat Hob,7,18,0,0
1980,Final,Italy,The Hague,1,6,Alan Sorrenti,Non So Che Darei,87,6,0,0
1980,Final,Denmark,The Hague,1,7,Bamses Venner,Tænker Altid På Dig,25,14,0,0
1980,Final,Sweden,The Hague,1,8,Tomas Ledin,Just Nu!,47,10,0,0
1980,Final,Switzerland,The Hague,1,9,Paola,Cinéma,104,4,0,0
1980,Final,Finland,The Hague,1,10,Vesa-Matti Loiri,Huilumies,6,19,0,0
1980,Final,Norway,The Hague,1,11,Sverre Kjellsberg and Mattis Hætta,Sámiid Ædnan,15,16,0,0
1980,Final,Germany,The Hague,1,12,Katja Ebstein,Theater,128,2,0,0
1980,Final,United Kingdom,The Hague,1,13,Prima Donna,Love Enough For Two,106,3,0,0
1980,Final,Portugal,The Hague,1,14,José Cid,"Um Grande, Grande Amor",71,7,0,0
1980,Final,Netherlands,The Hague,1,15,Maggie MacNeal,Amsterdam,93,5,0,0
1980,Final,France,The Hague,1,16,Profil,"Hé, Hé M'sieurs Dames",45,11,0,0
1980,Final,Ireland,The Hague,1,17,Johnny Logan,What's Another Year,143,1,1,0
1980,Final,Spain,The Hague,1,18,Trigo Limpio,Qué Date Esta Noche,38,12,0,0
1980,Final,Belgium,The Hague,1,19,Telex,Euro-vision,14,17,0,0
1981,Final,Austria,Dublin,1,1,Marty Brem,Wenn Du Da Bist,20,17,0,0
1981,Final,Türkiye,Dublin,1,2,Modern Folk Trio and Aysegül,Dönme Dolap,9,18,0,0
1981,Final,Germany,Dublin,1,3,Lena Valaitis,Johnny Blue,132,2,0,0
1981,Final,Luxembourg,Dublin,1,4,Jean-Claude Pascal,C'est Peut-être Pas L'amérique,41,11,0,0
1981,Final,Israel,Dublin,1,5,Habibi,Halaylah,56,7,0,0
1981,Final,Denmark,Dublin,1,6,Debbie Cameron and Tommy Seebach,Krøller Eller Ej,41,11,0,0
1981,Final,Yugoslavia,Dublin,1,7,Seid-Memic Vajta,Leila,35,15,0,0
1981,Final,Finland,Dublin,1,8,Riki Sorsa,Reggae O.k.,27,16,0,0
1981,Final,France,Dublin,1,9,Jean Gabilou,Humanahum,125,3,0,0
1981,Final,Spain,Dublin,1,10,Bacchelli,Y Solo Tú,38,14,0,0
1981,Final,Netherlands,Dublin,1,11,Linda Williams,Het Is Een Wonder,51,9,0,0
1981,Final,Ireland,Dublin,1,12,Sheeba,Horoscopes,105,5,0,0
1981,Final,Norway,Dublin,1,13,Finn Kalvik,Aldri I Livet,0,20,0,0
1981,Final,United Kingdom,Dublin,1,14,Bucks Fizz,Making Your Mind Up,136,1,1,0
1981,Final,Portugal,Dublin,1,15,Carlos Paião,Play-back,9,18,0,0
1981,Final,Belgium,Dublin,1,16,Emly Starr,Samson,40,13,0,0
1981,Final,Greece,Dublin,1,17,Yiannis Dimitras,Feggari Kalokerino,55,8,0,0
1981,Final,Cyprus,Dublin,1,18,Island,Monika,69,6,0,0
1981,Final,Switzerland,Dublin,1,19,"Peter, Sue and Marc",Io Senza Tei,121,4,0,0
1981,Final,Sweden,Dublin,1,20,Björn Skifs,Fångad I En Dröm,50,10,0,0
1982,Final,Portugal,Harrogate,1,1,Doce,Bem-bom,32,13,0,0
1982,Final,Luxembourg,Harrogate,1,2,Svetlana,Cour Apres Le Temps,78,6,0,0
1982,Final,Norway,Harrogate,1,3,Jahn Teigen and Anita Skorgan,Adieu,40,12,0,0
1982,Final,United Kingdom,Harrogate,1,4,Bardo,One Step Further,76,7,0,0
1982,Final,Türkiye,Harrogate,1,5,Neço,Hani,20,15,0,0
1982,Final,Finland,Harrogate,1,6,Kojo,Nuku Pommiin,0,18,0,0
1982,Final,Switzerland,Harrogate,1,7,Arlette Zola,Amour On T'aime,97,3,0,0
1982,Final,Cyprus,Harrogate,1,8,Anna Vishy,Mono I Agapi,85,5,0,0
1982,Final,Sweden,Harrogate,1,9,Chips,Dag Efter Dag,67,8,0,0
1982,Final,Austria,Harrogate,1,10,Mess,Sonntag,57,9,0,0
1982,Final,Belgium,Harrogate,1,11,Stella,Si Tu Aimes Ma Musique,96,4,0,0
1982,Final,Spain,Harrogate,1,12,Lucía,Él,52,10,0,0
1982,Final,Denmark,Harrogate,1,13,Brixx,Video-video,5,17,0,0
1982,Final,Yugoslavia,Harrogate,1,14,Aska,Halo Halo,21,14,0,0
1982,Final,Israel,Harrogate,1,15,Avi Toledano,Hora,100,2,0,0
1982,Final,Netherlands,Harrogate,1,16,Bill van Dijk,Jij En Ik,8,16,0,0
1982,Final,Ireland,Harrogate,1,17,The Duskeys,"Here Today, Gone Tomorrow",49,11,0,0
1982,Final,Germany,Harrogate,1,18,Nicole,Ein Bißchen Frieden,161,1,1,0
1983,Final,France,Munich,1,1,Guy Bonnet,Vivre,56,8,0,0
1983,Final,Norway,Munich,1,2,Jahn Teigen,Do Re Mi,53,9,0,0
1983,Final,United Kingdom,Munich,1,3,Sweet Dreams,I'm Never Giving Up,79,6,0,0
1983,Final,Sweden,Munich,1,4,Carola Häggkvist,Främling,126,3,0,0
1983,Final,Italy,Munich,1,5,Riccardo Fogli,Per Lucia,41,11,0,0
1983,Final,Türkiye,Munich,1,6,Çetin Alp and the Short Wave,Opera,0,19,0,0
1983,Final,Spain,Munich,1,7,Remedios Amaya,¿quién Maneja Mi Barca?,0,19,0,0
1983,Final,Switzerland,Munich,1,8,Mariella Farré,Io Così Non Ci Sto,28,15,0,0
1983,Final,Finland,Munich,1,9,Ami Aspelund,Fantasiaa,41,11,0,0
1983,Final,Greece,Munich,1,10,Christie Stassinopoulou,Mou Les,32,14,0,0
1983,Final,Netherlands,Munich,1,11,Bernadette,Sing Me A Song,66,7,0,0
1983,Final,Yugoslavia,Munich,1,12,Danijel,Dzuli,125,4,0,0
1983,Final,Cyprus,Munich,1,13,Stavros and Constantina,I Agapi Akoma Zi,26,16,0,0
1983,Final,Germany,Munich,1,14,Hoffmann und Hoffmann,Rücksicht,94,5,0,0
1983,Final,Denmark,Munich,1,15,Gry Johansen,Kloden Drejer,16,17,0,0
1983,Final,Israel,Munich,1,16,Ofra Haza,Hi,136,2,0,0
1983,Final,Portugal,Munich,1,17,Armando Gama,Esta Balada Que Te Dou,33,13,0,0
1983,Final,Austria,Munich,1,18,Westend,Hurricane,53,9,0,0
1983,Final,Belgium,Munich,1,19,Pas de Deux,Rendez-vous,13,18,0,0
1983,Final,Luxembourg,Munich,1,20,Corinne Hermès,Si La Vie Est Cadeau,142,1,1,0
1984,Final,Sweden,Luxembourg,1,1,Herrey's,Diggi-loo Diggy-ley,145,1,1,0
1984,Final,Luxembourg,Luxembourg,1,2,Sophie Carle,100% D'amour,39,10,0,0
1984,Final,France,Luxembourg,1,3,Annick Thoumazeau,Autant D'amoureux Que D'étoiles,61,8,0,0
1984,Final,Spain,Luxembourg,1,4,Bravo,"Lady, Lady",106,3,0,0
1984,Final,Norway,Luxembourg,1,5,Dollie de Luxe,Lenge Leve Livet,29,17,0,0
1984,Final,United Kingdom,Luxembourg,1,6,Belle and the Devotions,Love Games,63,7,0,0
1984,Final,Cyprus,Luxembourg,1,7,Andy Paul,Anna Mari-elena,31,15,0,0
1984,Final,Belgium,Luxembourg,1,8,Jacques Zegers,Avanti La Vie,70,5,0,0
1984,Final,Ireland,Luxembourg,1,9,Linda Martin,Terminal '3',137,2,0,0
1984,Final,Denmark,Luxembourg,1,10,Hot Eyes,Det' Lige Det,101,4,0,0
1984,Final,Netherlands,Luxembourg,1,11,Maribelle,Ik Hou Van Jou,34,13,0,0
1984,Final,Yugoslavia,Luxembourg,1,12,Vlado and Isolda,Ciao Amore,26,18,0,0
1984,Final,Austria,Luxembourg,1,13,Anita,Einfach Weg,5,19,0,0
1984,Final,Germany,Luxembourg,1,14,Mary Roos,Aufrecht Geh'n,34,13,0,0
1984,Final,Türkiye,Luxembourg,1,15,"Bes Yil Önce, On Yil Sonra",Halay,37,12,0,0
1984,Final,Finland,Luxembourg,1,16,Kirka,Hengaillaan,46,9,0,0
1984,Final,Switzerland,Luxembourg,1,17,Rainy Day,Welche Farbe Hat Der Sonnenschein,30,16,0,0
1984,Final,Italy,Luxembourg,1,18,Alice and Battiato,I Treni Di Tozeur,70,5,0,0
1984,Final,Portugal,Luxembourg,1,19,Maria Guinot,Silêncio E Tanta Gente,38,11,0,0
1985,Final,Ireland,Gothenburg,1,1,Maria Christian,Wait Until The Weekend Comes,91,6,0,0
1985,Final,Finland,Gothenburg,1,2,Sonja Lumme,Eläköön Elämä,58,9,0,0
1985,Final,Cyprus,Gothenburg,1,3,Lia Vishy,To Katalava Arga,15,16,0,0
1985,Final,Denmark,Gothenburg,1,4,Hot Eyes,Sku' Du Spør Fra No'n,41,11,0,0
1985,Final,Spain,Gothenburg,1,5,Paloma San Basilio,La Fiesta Terminó,36,14,0,0
1985,Final,France,Gothenburg,1,6,Roger Bens,Femme Dans Ses Rêves Aussi,56,10,0,0
1985,Final,Türkiye,Gothenburg,1,7,MFÖ,Di Dai Di Dai Dai (a'sik Oldum),36,14,0,0
1985,Final,Belgium,Gothenburg,1,8,Linda Lepomme,Laat Me Nu Gaan,7,19,0,0
1985,Final,Portugal,Gothenburg,1,9,Adelaïde,"Penso Em Ti, Eu Sei",9,18,0,0
1985,Final,Germany,Gothenburg,1,10,Wind,Für Alle,105,2,0,0
1985,Final,Israel,Gothenburg,1,11,Izhar Cohen,Olé Olé,93,5,0,0
1985,Final,Italy,Gothenburg,1,12,Al Bano and Romina Power,"Magic, Oh Magic",78,7,0,0
1985,Final,Norway,Gothenburg,1,13,Bobbysocks,La Det Swinge,123,1,1,0
1985,Final,United Kingdom,Gothenburg,1,14,Vikki,Love Is...,100,4,0,0
1985,Final,Switzerland,Gothenburg,1,15,Mariella Farré and Pino Gasparini,Piano Piano,39,12,0,0
1985,Final,Sweden,Gothenburg,1,16,Kikki Danielsson,Bra Vibrationer,103,3,0,0
1985,Final,Austria,Gothenburg,1,17,Gary Lux,Kinder Dieser Welt,60,8,0,0
1985,Final,Luxembourg,Gothenburg,1,18,"Margo, Franck Olivier, Diane Solomon, Ireen Sheer, Malcolm Roberts and Chris Roberts","Children, Kinder, Enfants",37,13,0,0
1985,Final,Greece,Gothenburg,1,19,Takis Biniaris,Miazoume,15,16,0,0
1986,Final,Luxembourg,Bergen,1,1,Sherisse Laurence,L'amour De Ma Vie,117,3,0,0
1986,Final,Yugoslavia,Bergen,1,2,Doris Dragovic,Zeljo Moja,49,11,0,0
1986,Final,France,Bergen,1,3,Cocktail Chic,Européennes,13,17,0,0
1986,Final,Norway,Bergen,1,4,Ketil Stokkan,Romeo,44,12,0,0
1986,Final,United Kingdom,Bergen,1,5,Ryder,Runner In The Night,72,7,0,0
1986,Final,Iceland,Bergen,1,6,Icy,Gleðibankinn,19,16,0,0
1986,Final,Netherlands,Bergen,1,7,Frizzle Sizzle,Alles Heeft Ritme,40,13,0,0
1986,Final,Türkiye,Bergen,1,8,Klips ve Onlar,Halley,53,9,0,0
1986,Final,Spain,Bergen,1,9,Cadillac,Valentino,51,10,0,0
1986,Final,Switzerland,Bergen,1,10,Daniela Simons,Pas Pour Moi,140,2,0,0
1986,Final,Israel,Bergen,1,11,Moti Galadi and Sarai Tzuriel,Yavoh Yom,7,19,0,0
1986,Final,Ireland,Bergen,1,12,Luv Bug,You Can Count On Me,96,4,0,0
1986,Final,Belgium,Bergen,1,13,Sandra Kim,J'aime La Vie,176,1,1,0
1986,Final,Germany,Bergen,1,14,Ingrid Peters,Über Die Brücke Geh'n,62,8,0,0
1986,Final,Cyprus,Bergen,1,15,Elpida,Tora Zo,4,20,0,0
1986,Final,Austria,Bergen,1,16,Timna Brauer,Die Zeit Ist Einsam,12,18,0,0
1986,Final,Sweden,Bergen,1,17,Lasse Holm and Monica Törnell,E' De' Det Här Du Kallar Kärlek,78,5,0,0
1986,Final,Denmark,Bergen,1,18,Lise Haavik and Trax,Du Er Fuld Af Løgn,77,6,0,0
1986,Final,Finland,Bergen,1,19,Kari Kuivalainen,Päivä Kahden Ihmisen,22,15,0,0
1986,Final,Portugal,Bergen,1,20,Dora,Não Sejas Mau Para Mim,28,14,0,0
1987,Final,Norway,Brussels,1,1,Kate Gulbrandsen,Mitt Liv,65,9,0,0
1987,Final,Israel,Brussels,1,2,Datner and Kushnir,Shir Habatlanim,73,8,0,0
1987,Final,Austria,Brussels,1,3,Gary Lux,Nur Noch Gefühl,8,20,0,0
1987,Final,Iceland,Brussels,1,4,Halla Margarét,Hægt Og Hljótt,28,16,0,0
1987,Final,Belgium,Brussels,1,5,Liliane Saint-Pierre,Soldiers Of Love,56,11,0,0
1987,Final,Sweden,Brussels,1,6,Lotta Engberg,Boogaloo,50,12,0,0
1987,Final,Italy,Brussels,1,7,Umberto Tozzi and Raf,Gente Di Mare,103,3,0,0
1987,Final,Portugal,Brussels,1,8,Nevada,Neste Barco à Vela,15,18,0,0
1987,Final,Spain,Brussels,1,9,Patricia Kraus,No Estás Solo,10,19,0,0
1987,Final,Türkiye,Brussels,1,10,Seyyal Tanner and Lokomotif,Sarkim Sevgi üstüne,0,22,0,0
1987,Final,Greece,Brussels,1,11,Bang,Stop!,64,10,0,0
1987,Final,Netherlands,Brussels,1,12,Marcha,Rechtop In De Wind,83,5,0,0
1987,Final,Luxembourg,Brussels,1,13,Plastic Bertrand,Amour Amour,4,21,0,0
1987,Final,United Kingdom,Brussels,1,14,Rikki,Only The Light,47,13,0,0
1987,Final,France,Brussels,1,15,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,44,14,0,0
1987,Final,Germany,Brussels,1,16,Wind,Laß Die Sonne In Dein Herz,141,2,0,0
1987,Final,Cyprus,Brussels,1,17,Alexia,Aspro Mavro,80,7,0,0
1987,Final,Finland,Brussels,1,18,Vicky Rosti,Sata Salamaa,32,15,0,0
1987,Final,Denmark,Brussels,1,19,Anne-Catherine Herdorf and Bandjo,En Lille Melodi,83,5,0,0
1987,Final,Ireland,Brussels,1,20,Johnny Logan,Hold Me Now,172,1,1,0
1987,Final,Yugoslavia,Brussels,1,21,Novi Fosili,Ja Sam Za Ples,92,4,0,0
1987,Final,Switzerland,Brussels,1,22,Carole Rich,Moitié Moitié,26,17,0,0
1988,Final,Iceland,Dublin,1,1,Beathoven,Sókrates,20,16,0,0
1988,Final,Sweden,Dublin,1,2,Tommy Körberg,Stad I Ljus,52,12,0,0
1988,Final,Finland,Dublin,1,3,Boulevard,Nauravat Silmät Muistetaan,3,20,0,0
1988,Final,United Kingdom,Dublin,1,4,Scott Fitzgerald,Go,136,2,0,0
1988,Final,Türkiye,Dublin,1,5,MFÖ,Sufi (hey Ya Hey),37,15,0,0
1988,Final,Spain,Dublin,1,6,La Década,La Chica Que Yo Quiero (made In Spain),58,11,0,0
1988,Final,Netherlands,Dublin,1,7,Gerard Joling,Shangri-la,70,9,0,0
1988,Final,Israel,Dublin,1,8,Yardena Arazi,Ben Adam,85,7,0,0
1988,Final,Switzerland,Dublin,1,9,Céline Dion,Ne Partez Pas Sans Moi,137,1,1,0
1988,Final,Ireland,Dublin,1,10,Jump the Gun,Take Him Home,79,8,0,0
1988,Final,Germany,Dublin,1,11,Maxi and Chris Garden,Lied Für Einen Freund,48,14,0,0
1988,Final,Austria,Dublin,1,12,Wilfried,Lisa Mona Lisa,0,21,0,0
1988,Final,Denmark,Dublin,1,13,Hot Eyes,Ka' Du Se Hva' Jeg Sa',92,3,0,0
1988,Final,Greece,Dublin,1,14,Aphroditi Fryda,Kloun,10,17,0,0
1988,Final,Norway,Dublin,1,15,Karoline Krüger,For Vår Jord,88,5,0,0
1988,Final,Belgium,Dublin,1,16,Reynaert,Laissez Briller Le Soleil,5,18,0,0
1988,Final,Luxembourg,Dublin,1,17,Lara Fabian,Croire,90,4,0,0
1988,Final,Italy,Dublin,1,18,Luca Barbarossa,Ti Scrivo,52,12,0,0
1988,Final,France,Dublin,1,19,Gérard Lenorman,Chanteur De Charme,64,10,0,0
1988,Final,Portugal,Dublin,1,20,Dora,Voltarei,5,18,0,0
1988,Final,Yugoslavia,Dublin,1,21,Srebrna Krila,Mangup,87,6,0,0
1989,Final,Italy,Lausanne,1,1,Anna Oxa and Fausto Leali,Avrei Voluto,56,9,0,0
1989,Final,Israel,Lausanne,1,2,Gili ve Galit,Derech Ha'melech,50,12,0,0
1989,Final,Ireland,Lausanne,1,3,Kiev Connolly and the Missing Passengers,The Real Me,21,18,0,0
1989,Final,Netherlands,Lausanne,1,4,Justine Pelmelay,Blijf Zoals Je Bent,45,15,0,0
1989,Final,Türkiye,Lausanne,1,5,Pan,Bana Bana,5,21,0,0
1989,Final,Belgium,Lausanne,1,6,Ingeborg,Door De Wind,13,19,0,0
1989,Final,United Kingdom,Lausanne,1,7,Live Report,Why Do I Always Get It Wrong,130,2,0,0
1989,Final,Norway,Lausanne,1,8,Britt Synnøve Johansen,Venners Nærhet,30,17,0,0
1989,Final,Portugal,Lausanne,1,9,Da Vinci,Conquistador,39,16,0,0
1989,Final,Sweden,Lausanne,1,10,Tommy Nilsson,En Dag,110,4,0,0
1989,Final,Luxembourg,Lausanne,1,11,Park Café,Monsieur,8,20,0,0
1989,Final,Denmark,Lausanne,1,12,Birthe Kjær,Vi Maler Byen Rød,111,3,0,0
1989,Final,Austria,Lausanne,1,13,Thomas Forstner,Nur Ein Lied,97,5,0,0
1989,Final,Finland,Lausanne,1,14,Anneli Saaristo,La Dolce Vita,76,7,0,0
1989,Final,France,Lausanne,1,15,Nathalie Pâque,J'ai Volé La Vie,60,8,0,0
1989,Final,Spain,Lausanne,1,16,Nina,Nacida Para Amar,88,6,0,0
1989,Final,Cyprus,Lausanne,1,17,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,51,11,0,0
1989,Final,Switzerland,Lausanne,1,18,Furbaz,Viver Senza Tei,47,13,0,0
1989,Final,Greece,Lausanne,1,19,Marianna,To Diko Sou Asteri,56,9,0,0
1989,Final,Iceland,Lausanne,1,20,Daníel Augúst Haraldsson,Það Sem Enginn Sér,0,22,0,0
1989,Final,Germany,Lausanne,1,21,Nino de Angelo,Flieger,46,14,0,0
1989,Final,Yugoslavia,Lausanne,1,22,Riva,Rock Me,137,1,1,0
1990,Final,Spain,Zagreb,1,1,Azúcar Moreno,Bandido,96,5,0,0
